run_id,suite_id,case_id,formula,start_mode,seed,depth,steps,warm_depth,warm_steps,restarts,warm_restarts,perturbation_noise,best_loss,post_snap_loss,snap_min_margin,verifier_status,recovery_class,status,claim_status,claim_id,claim_class,training_mode,evidence_class,return_kind,raw_status,repair_status,repair_verifier_status,repair_accepted_move_count,threshold_policy,dataset_manifest_sha256,provenance_source,provenance_expression,runtime_seconds,active_slot_count,changed_slot_count,warm_start_mechanism,reason,artifact_path
proof-depth-curve-depth-2-perturbed-3de1d79cc0f3,proof-depth-curve,depth-2-perturbed,depth_curve_depth2,perturbed_tree,0,2,8,0,20,1,1,0.05,0.0,0.0,1.0,recovered,same_ast_return,recovered,recovered,paper-blind-depth-degradation,measured_depth_curve,perturbed_true_tree_training,perturbed_true_tree_recovered,same_ast_return,recovered,not_attempted,,0,measured_depth_curve,ec28510acc1aca3e8e61b5623f7225a210b1c67bf45e8058064947e35a2e6811,sources/NORTH_STAR.md,E - log(exp(x)),0.03162183298263699,4,0,,verified,artifacts/proof/v1.5/campaigns/proof-depth-curve/runs/proof-depth-curve/proof-depth-curve-depth-2-perturbed-3de1d79cc0f3.json
proof-depth-curve-depth-2-perturbed-91916fa77565,proof-depth-curve,depth-2-perturbed,depth_curve_depth2,perturbed_tree,1,2,8,0,20,1,1,0.05,0.0,0.0,1.0,recovered,same_ast_return,recovered,recovered,paper-blind-depth-degradation,measured_depth_curve,perturbed_true_tree_training,perturbed_true_tree_recovered,same_ast_return,recovered,not_attempted,,0,measured_depth_curve,6e069aa80ab5244c081aefe561091962b6155c6bc4d30c3bb62ba066844f8245,sources/NORTH_STAR.md,E - log(exp(x)),0.029837000009138137,4,0,,verified,artifacts/proof/v1.5/campaigns/proof-depth-curve/runs/proof-depth-curve/proof-depth-curve-depth-2-perturbed-91916fa77565.json
proof-depth-curve-depth-3-perturbed-c384e08766a9,proof-depth-curve,depth-3-perturbed,depth_curve_depth3,perturbed_tree,0,3,8,0,20,1,1,0.05,0.0,0.0,1.0,recovered,same_ast_return,recovered,recovered,paper-blind-depth-degradation,measured_depth_curve,perturbed_true_tree_training,perturbed_true_tree_recovered,same_ast_return,recovered,not_attempted,,0,measured_depth_curve,79e8394311863c4a7884b25810ff9e1798b5f149e433c84b5ad3e4fbb1375b2b,sources/NORTH_STAR.md,E - log(exp(E)/x),0.05046195798786357,6,0,,verified,artifacts/proof/v1.5/campaigns/proof-depth-curve/runs/proof-depth-curve/proof-depth-curve-depth-3-perturbed-c384e08766a9.json
proof-depth-curve-depth-3-perturbed-cbeb5a468777,proof-depth-curve,depth-3-perturbed,depth_curve_depth3,perturbed_tree,1,3,8,0,20,1,1,0.05,0.0,0.0,1.0,recovered,same_ast_return,recovered,recovered,paper-blind-depth-degradation,measured_depth_curve,perturbed_true_tree_training,perturbed_true_tree_recovered,same_ast_return,recovered,not_attempted,,0,measured_depth_curve,d1a2607d71f5f85373b326cc5844fa68a977b993477c5cf6ce7b7fe5fbe0dfc7,sources/NORTH_STAR.md,E - log(exp(E)/x),0.05049362499266863,6,0,,verified,artifacts/proof/v1.5/campaigns/proof-depth-curve/runs/proof-depth-curve/proof-depth-curve-depth-3-perturbed-cbeb5a468777.json
proof-depth-curve-depth-4-perturbed-68710a3a7bad,proof-depth-curve,depth-4-perturbed,depth_curve_depth4,perturbed_tree,0,4,8,0,30,1,1,0.05,0.0,0.0,1.0,recovered,same_ast_return,recovered,recovered,paper-blind-depth-degradation,measured_depth_curve,perturbed_true_tree_training,perturbed_true_tree_recovered,same_ast_return,recovered,not_attempted,,0,measured_depth_curve,5916b3c9ebe34210c3e5b8f9168406cf2cb29f2ed501b323e802a3551794ed4c,sources/NORTH_STAR.md,x - log(exp(x) - log(x)),0.1236913749598898,10,0,,verified,artifacts/proof/v1.5/campaigns/proof-depth-curve/runs/proof-depth-curve/proof-depth-curve-depth-4-perturbed-68710a3a7bad.json
proof-depth-curve-depth-4-perturbed-164d3257b4f0,proof-depth-curve,depth-4-perturbed,depth_curve_depth4,perturbed_tree,1,4,8,0,30,1,1,0.05,0.0,0.0,1.0,recovered,same_ast_return,recovered,recovered,paper-blind-depth-degradation,measured_depth_curve,perturbed_true_tree_training,perturbed_true_tree_recovered,same_ast_return,recovered,not_attempted,,0,measured_depth_curve,bf85025166ed205b8f17ef24138c555af4c4445578c23d3b85fea0ec1470e1d1,sources/NORTH_STAR.md,x - log(exp(x) - log(x)),0.12217575003160164,10,0,,verified,artifacts/proof/v1.5/campaigns/proof-depth-curve/runs/proof-depth-curve/proof-depth-curve-depth-4-perturbed-164d3257b4f0.json
proof-depth-curve-depth-5-perturbed-e7be40516916,proof-depth-curve,depth-5-perturbed,depth_curve_depth5,perturbed_tree,0,5,8,0,30,1,1,0.05,0.0,0.0,1.0,recovered,same_ast_return,recovered,recovered,paper-blind-depth-degradation,measured_depth_curve,perturbed_true_tree_training,perturbed_true_tree_recovered,same_ast_return,recovered,not_attempted,,0,measured_depth_curve,672d55b6add2ed9524991d0118988ba3573d4a16616c88f23c761af8734a635e,sources/NORTH_STAR.md,E - 2*log(x),0.2309247080120258,10,0,,verified,artifacts/proof/v1.5/campaigns/proof-depth-curve/runs/proof-depth-curve/proof-depth-curve-depth-5-perturbed-e7be40516916.json
proof-depth-curve-depth-5-perturbed-3ce3b8651941,proof-depth-curve,depth-5-perturbed,depth_curve_depth5,perturbed_tree,1,5,8,0,30,1,1,0.05,0.0,0.0,1.0,recovered,same_ast_return,recovered,recovered,paper-blind-depth-degradation,measured_depth_curve,perturbed_true_tree_training,perturbed_true_tree_recovered,same_ast_return,recovered,not_attempted,,0,measured_depth_curve,4481042adf2dbd4c706b99cb3998dbc1f2147ff9ad635869e9d7a5a4c3d367e3,sources/NORTH_STAR.md,E - 2*log(x),0.23199037497397512,10,0,,verified,artifacts/proof/v1.5/campaigns/proof-depth-curve/runs/proof-depth-curve/proof-depth-curve-depth-5-perturbed-3ce3b8651941.json
proof-depth-curve-depth-6-perturbed-9ab7f2bd6d7c,proof-depth-curve,depth-6-perturbed,depth_curve_depth6,perturbed_tree,0,6,8,0,30,1,1,0.02,0.0,0.0,1.0,recovered,same_ast_return,recovered,recovered,paper-blind-depth-degradation,measured_depth_curve,perturbed_true_tree_training,perturbed_true_tree_recovered,same_ast_return,recovered,not_attempted,,0,measured_depth_curve,84b88751a9d09dc434cfc0e571dd83093881923e63db430f3f19c0e6d9c37bb0,sources/NORTH_STAR.md,-log(x) - log(exp(x)) + E,0.452791707997676,12,0,,verified,artifacts/proof/v1.5/campaigns/proof-depth-curve/runs/proof-depth-curve/proof-depth-curve-depth-6-perturbed-9ab7f2bd6d7c.json
proof-depth-curve-depth-6-perturbed-b55882837434,proof-depth-curve,depth-6-perturbed,depth_curve_depth6,perturbed_tree,1,6,8,0,30,1,1,0.02,0.0,0.0,1.0,recovered,same_ast_return,recovered,recovered,paper-blind-depth-degradation,measured_depth_curve,perturbed_true_tree_training,perturbed_true_tree_recovered,same_ast_return,recovered,not_attempted,,0,measured_depth_curve,e6c2354e4be29d091ee4fabca9dff135c09b1a0f3055d4bf81f693096d4f5205,sources/NORTH_STAR.md,-log(x) - log(exp(x)) + E,0.4506398329976946,12,0,,verified,artifacts/proof/v1.5/campaigns/proof-depth-curve/runs/proof-depth-curve/proof-depth-curve-depth-6-perturbed-b55882837434.json
